COUNTRY,DATE,HVGDP,NETD,PIGT,UDGGL,UMGS,UVG1,UVG5,UVGM,UXGS,Employees_Agriculture,Employees_Industry,Employees_Services,Employees_Total,EU_HVGDP,countryname,year,estimate_cc,estimate_ge,estimate_pv,estimate_rl,estimate_rq,estimate_va,Total_Trade,Trade_Openness,Net_Exports,Net_Exports_GDP,Prod_Agriculture,Prod_Industry,Prod_Services,Share_Agriculture,Share_Industry,Share_Services,dShare_Agr,dShare_Ind,dShare_Serv,Prod_Agr_lag,Prod_Ind_lag,Prod_Serv_lag,SC,dProd_Agr,dProd_Ind,dProd_Serv,Within_SP,Total_Prod,dTotal_Prod,GDP_growth,EU_Distance,log_GDP,log_EU_GDP,log_GDP_gap,Employment_growth,Decomposition_Check,Decomp_Error
Albania,2010,3.13018,1060.272,87.7084624,5.16,4.36972,1.491625,3.76706,0.543508,2.51755,491.227,240.369,435.645,1167.241,25.09508,Albania,2010,-0.5316165089607239,-0.27945321798324585,-0.19148290157318115,-0.38576048612594604,0.2332819551229477,0.12383822351694107,6.88727,2.2002792171696197,-1.85217,-0.5917135755771233,0.003036528936723755,0.0022611401636650316,0.008647086503919476,0.4208445385314601,0.20592919542750812,0.37322626604103176,-0.019672028351318815,0.006522556266037455,0.013149472085281333,0.002651594314027342,0.0021686638175037703,0.008917922234559865,7.924896273210096e-05,0.00038493462269641307,9.24763461612613e-05,-0.000270835730640389,9.048881427683712e-05,0.004970861201756964,0.00015920716748921235,0.03288544540210925,-0.8752671838463953,1.1410905108857614,3.222671810987849,2.0815813001020875,0.006362184156899042,0.00016973777700893808,1.053060951972573e-05
Albania,2011,3.21081,1188.274,88.2140052,5.56,4.8174,1.559662,3.94006,0.57761,2.7102,526.261,218.73,414.48,1159.471,25.88003,Albania,2011,-0.7017941474914551,-0.20217707753181458,-0.2823794186115265,-0.44292646646499634,0.2839725613594055,0.062333762645721436,7.5276,2.344455137488671,-2.1072,-0.6562829940108571,0.002963666317663669,0.0026407442966214054,0.009506031654120825,0.45388026091208833,0.1886463740792137,0.357473365008698,0.03303572238062824,-0.017282821348294425,-0.015752901032333788,0.003036528936723755,0.0022611401636650316,0.008647086503919476,-7.498165245199839e-05,-7.28626190600861e-05,0.00037960413295637374,0.0008589451502013495,0.0003680886295298302,0.005241469601223316,0.00027060839946635266,0.02575890204397191,-0.8759348424248349,1.1665232417590357,3.2534716288283185,2.086948387069283,0.12072562512261009,0.00029310697707783185,2.2498577611479182e-05
Albania,2012,3.28534,1148.127,89.2477519,5.93,4.56023,1.676237,4.14557,0.512587,2.77389,521.184,195.749,416.183,1133.846,25.98001,Albania,2012,-0.7787294387817383,-0.2689250111579895,-0.14363159239292145,-0.5198397636413574,0.24049198627471924,0.02206403762102127,7.33412,2.2323777752074365,-1.7863399999999996,-0.5437306336634867,0.003216209630380058,0.0026185931984326867,0.009960930648296543,0.4596603066024839,0.17264161094187394,0.3670542560453536,0.0057800456903955855,-0.016004763137339756,0.009580891036655603,0.002963666317663669,0.0026407442966214054,0.009506031654120825,6.594189322260662e-05,0.00025254331271638885,-2.2151098188718642e-05,0.0004548989941757179,0.0002730599744992093,0.0055866440416070615,0.00034517444038374527,0.02321221124887507,-0.8735435436706914,1.1894701473417746,3.25732739615385,2.067857248812075,-0.033785978654754634,0.0003390018677218159,6.172572661929359e-06
Albania,2013,3.33013,1022.221,89.2535061,6.31,4.51982,1.824542,4.10984,0.554131,2.7833,450.893,172.182,397.089,1024.141,26.2477,Albania,2013,-0.7513726949691772,-0.3244573771953583,0.09192978590726852,-0.5188288688659668,0.2541602551937103,0.048864442855119705,7.30312,2.19304351481774,-1.73652,-0.5214571202926012,0.004046507708037162,0.003218286464322636,0.010349921554110035,0.4402645729445457,0.16812333457990644,0.3877288381189699,-0.01939573365793823,-0.004518276361967499,0.020674582073616332,0.003216209630380058,0.0026185931984326867,0.009960930648296543,0.00013172580508877239,0.0008302980776571044,0.000599693265889949,0.00038899090581349244,0.0006279678479833317,0.006335566098808659,0.0007489220572015976,0.01363329214023512,-0.873126788251923,1.203011342269388,3.2675783661512408,2.0645670238818528,-0.10966208442097425,0.0007596936530721041,1.0771595870506497e-05
Albania,2014,3.46821,1030.612,89.4460715,6.98,4.70467,1.927619,4.27428,0.59189,2.81244,430.806,180.857,407.825,1024.134,26.83481,Albania,2014,-0.5865718126296997,-0.04977080971002579,0.48598623275756836,-0.3111990988254547,0.2790376842021942,0.14368978142738342,7.517110000000001,2.1674321912456285,-1.89223,-0.5455926832573575,0.004474447895340362,0.003272696107974809,0.010480671856801325,0.42065393786359984,0.17659505494398195,0.3982144914630312,-0.01961063508094585,0.008471720364075508,0.010485653344061263,0.004046507708037162,0.003218286464322636,0.010349921554110035,5.643552651730492e-05,0.0004279401873031998,5.440964365217328e-05,0.00013075030269128936,0.0002482500974791572,0.00663369148959023,0.00029812539078157094,0.0414638467567332,-0.8707570502641904,1.2436386107182162,3.2896999252981556,2.0460613145799393,0.00820859677114849,0.00030468562399646215,6.560233214891211e-06
Albania,2015,3.58942,1077.076,88.7412089,7.6,4.57133,1.938459,4.43358,0.64893,2.79897,445.532,201.484,432.183,1081.962,27.77126,Albania,2015,-0.54514080286026,0.027575254440307617,0.34163904190063477,-0.31968680024147034,0.17423731088638306,0.1571352630853653,7.3703,2.053340093942754,-1.7723599999999995,-0.4937733672849651,0.004350886131635887,0.0032207520200115145,0.010258571021997627,0.41178155979600023,0.1862209578524939,0.3994437882291615,-0.008872378067599607,0.009625902908511952,0.0012292967661303167,0.004474447895340362,0.003272696107974809,0.010480671856801325,4.687517633634303e-06,-0.000123561763704475,-5.194408796329458e-05,-0.00022210083480369777,-0.00014959358252442128,0.006489108674796343,-0.00014458281479388675,0.034948864111458144,-0.8707505529097348,1.2779906295594035,3.3240016729937554,2.046011043434352,0.04508389190112272,-0.00014490606489078698,3.232500969002378e-07
Albania,2016,3.76728,1142.42,87.9564069,7.89,4.91312,2.076776,4.70763,0.682978,3.10639,460.736,222.997,466.932,1150.953,28.46116,Albania,2016,-0.47237372398376465,0.029082361608743668,0.3374478816986084,-0.32263198494911194,0.18660762906074524,0.1710975021123886,8.01951,2.128726826782188,-1.80673,-0.47958474018389924,0.004507518405334075,0.003062722816898882,0.010082046208013158,0.40030826628020433,0.1937498751035012,0.40569163119606105,-0.011473293515795902,0.007528917251007294,0.006247842966899564,0.004350886131635887,0.0032207520200115145,0.010258571021997627,3.842372261284449e-05,0.00015663227369818768,-0.00015802920311263268,-0.0001765248139844692,-3.5441808008871456e-05,0.006488000813239116,-1.1078615572276615e-06,0.04955118097074185,-0.8676343480026816,1.326353255652924,3.3485403507910263,2.0221870951381025,0.06066795657873736,2.9819146039730324e-06,4.089776161200694e-06
Albania,2017,4.0964,1179.889,91.0084208,8.18,5.38934,2.128056,5.24533,0.767034,3.64917,453.779,230.968,506.952,1191.733,29.60257,Albania,2017,-0.48138684034347534,0.09855284541845322,0.37377074360847473,-0.4141915738582611,0.22061032056808472,0.20388516783714294,9.038509999999999,2.206452006639976,-1.74017,-0.42480470657162384,0.004689630855548626,0.0033209535520072045,0.010346798118954063,0.38077237099249583,0.19380851247720757,0.425390586649862,-0.019535895287708493,5.8637373706371676e-05,0.01969895545380096,0.004507518405334075,0.003062722816898882,0.010082046208013158,0.00011072696158316234,0.0001821124502145513,0.00025823073510832266,0.0002647519109409049,0.00023034092650043987,0.00683074144963679,0.0003427406363976744,0.08736276570894663,-0.8616201228474419,1.4101085392191455,3.3878611818853255,1.97775264266618,0.03279792020447814,0.00034106788808360223,1.6727483140721458e-06
Albania,2018,4.54122,1229.199,97.0054203,8.97,5.80292,2.332042,5.77909,0.873186,4.05006,458.226,242.666,528.066,1228.957,30.58188,Albania,2018,-0.5460188984870911,0.08052453398704529,0.36677926778793335,-0.4147520363330841,0.2560798227787018,0.1887865960597992,9.85298,2.1696768709729986,-1.75286,-0.3859887871541128,0.005089283454016141,0.0035983038414940704,0.010943878227342795,0.37285763456329224,0.19745686789692396,0.42968631123790335,-0.007914736429203595,0.0036483554197163925,0.004295724588041339,0.004689630855548626,0.0033209535520072045,0.010346798118954063,1.9445821805254796e-05,0.0003996525984675146,0.0002773502894868659,0.0005970801083887319,0.0004599217721168057,0.0073105226627131785,0.00047978121307638844,0.10858802851284044,-0.851506186016033,1.513195698420802,3.420407676701471,1.907211978280669,0.041792066880867784,0.0004793675939220605,4.1361915432795715e-07
Albania,2019,4.87629,1260.723,100.6813701,9.13,6.18594,2.527541,6.32615,0.969726,4.30565,460.553,254.839,549.278,1264.67,31.62948,Albania,2019,-0.5642740726470947,-0.062300700694322586,0.11010505259037018,-0.42631736397743225,0.2720654606819153,0.14196528494358063,10.49159,2.151551691962537,-1.8802900000000005,-0.3855984775310739,0.005488056749168933,0.0038052495889561644,0.011517209864585874,0.36416851826958807,0.20150632180726988,0.434325159923142,-0.008689116293704169,0.004049453910345918,0.004638848685238672,0.005089283454016141,0.0035983038414940704,0.010943878227342795,2.1116784904301475e-05,0.00039877329515279267,0.000206945747462094,0.0005733316372430793,0.0004359012829990992,0.007767573359058094,0.0004570506963449154,0.07378413730231093,-0.8458308514714754,1.58438468482995,3.454089597093894,1.869704912263944,0.02564596944839681,0.0004570180679034007,3.262844151471784e-08
